label,Category,Ti,Y,Hf,Th,U,La,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
2,Continental-Ocean Rift,7.59,3557.66,7888.29,237.19,293.46,0.06,52.18,6.98,14.67,1.9,112.41,37.73,410.24,154.13,654.62,127.7,984.65,170.1
2,Continental-Ocean Rift,8.37,1784.67,8374.62,268.08,330.74,0.06,60.34,2.05,4.55,0.47,43.64,15.52,181.58,72.69,314.93,66.24,530.03,89.73
2,Continental-Ocean Rift,9.89,2245.51,7536.61,142.15,180.71,0.06,37.85,3.91,6.53,1.48,60.33,21.34,230.13,93.99,393.84,80.34,635.54,111.64
2,Continental-Ocean Rift,8.83,4230,9140,74.8,92.5,0.06,7.58,6.26,13.3,1.99,80.9,31.8,372,143,610,121,958,208
2,Continental-Ocean Rift,9.56,4630,8890,94.3,110,0.06,10.8,6.21,14.8,2.11,86.4,34.2,402,157,658,131,1050,227
2,Continental-Ocean Rift,15.8,3810,7980,74.5,80.4,0.06,6.7,5.95,13.3,2.7,76.3,29.2,338,131,548,109,873,189
2,Continental-Ocean Rift,6.14,4722.42,6964.88,312.09,375.78,0.05,74.5,8.22,18.82,2.8,159.06,49.83,573.22,210.23,882.69,178.84,1302.18,234.39
2,Continental-Ocean Rift,8,4621.55,7582.14,361.73,396.75,0.05,73.73,8.42,17.6,2.27,148.92,48.41,537.89,199.53,843.26,170.81,1276.34,227.22
2,Continental-Ocean Rift,12.01,3199.58,7609.57,1259.12,802.16,0.05,129.47,4.61,10.2,1.4,97.71,32.55,361.56,138.55,558.75,110.05,847.04,140.35
2,Continental-Ocean Rift,35.99,1696.67,8162.47,631.6,167.99,0.05,219.3,7.12,11.93,3.9,78.31,20.9,207.64,71.44,275.62,51.35,386.69,67.75
2,Continental-Ocean Rift,9.89,2920,8930,93.5,111,0.05,11.6,3.46,7.21,1.36,50,20.4,243,97.6,420,84.2,676,148
2,Continental-Ocean Rift,9.97,5900,8170,98.9,115,0.05,9.8,9.19,20.8,3.69,122,46.9,543,207,850,167,1320,281
2,Continental-Ocean Rift,11.4,3940,7880,45.6,63.8,0.05,8.28,8.02,14.9,2.97,82.1,30.8,351,134,545,109,872,189
2,Continental-Ocean Rift,9.44,3571.37,7018.63,395.82,513.42,0.04,153.89,5,12.31,1.94,111.81,36.11,415.09,154.46,656.53,133.89,1012.91,178.02
2,Continental-Ocean Rift,1.48,914,13400,80.4,573,0.04,11.9,0.41,1.53,0.33,9.92,4.58,57.8,26.8,143,37.3,357,97.7
2,Continental-Ocean Rift,4.31,161,6190,33.5,101,0.04,3.22,0.29,0.51,0.24,2.08,0.95,12.2,5.38,27.8,7.24,69.9,16.5
2,Continental-Ocean Rift,5.29,157,6290,32.3,99.9,0.04,3.1,0.25,0.39,0.21,2.38,0.95,12.6,5.52,28.2,7.53,71.8,16.8
2,Continental-Ocean Rift,8.88,3310,8430,40.4,58.6,0.04,6.56,6.08,11.8,2.17,64.7,25.3,291,111,463,91.8,724,154
2,Continental-Ocean Rift,10.6,3340,9260,77,93.9,0.04,8.82,4.09,8.73,1.46,58.2,24,287,113,485,99.2,800,172
2,Continental-Ocean Rift,12,3690,8810,78,97.3,0.04,11.8,4.71,11.1,1.66,65.1,26.4,315,126,533,109,861,186
2,Continental-Ocean Rift,5.22,3400.86,8274.06,239.78,336.6,0.03,52.11,5.41,11.45,1.16,100.94,33.03,382.85,147.4,622.93,124.69,948.65,162.94
2,Continental-Ocean Rift,5.28,2934.1,9050.09,199.5,299,0.03,45.31,4.3,9.19,0.87,80.53,27.58,315.93,122.5,530.78,107.41,823.5,140.99
2,Continental-Ocean Rift,6.52,1602.41,8459.83,166.45,263.72,0.03,52.76,1.91,3.83,0.45,41.08,13.7,166.3,66.07,291.5,59.35,483.86,80.79
2,Continental-Ocean Rift,7,1860.72,8776.73,292.11,381.13,0.03,63.44,2.03,4.92,0.48,45.95,16.66,193.57,79.64,331.88,67.46,517.16,92.23
2,Continental-Ocean Rift,10.02,2275.48,7525.82,438,393.88,0.03,81.03,3.26,6.99,0.92,57.16,20.75,232.08,94.59,402.43,79.64,603.28,105.43
2,Continental-Ocean Rift,4.88,152,6150,30.5,96.1,0.03,3.08,0.18,0.33,0.2,2.06,0.93,11.2,5.07,26.8,7.27,72.2,16.5
2,Continental-Ocean Rift,5.46,153,6270,30.5,97.6,0.03,2.96,0.27,0.43,0.18,2.17,0.93,11.3,5.12,27.5,6.96,64.9,16
2,Continental-Ocean Rift,6.21,1446.83,8268.93,66.24,112.2,0.02,26.96,2.28,4.7,0.71,39.14,13.32,144.16,59.52,250.78,52.36,414.15,72.79
2,Continental-Ocean Rift,6.77,1868.2,8912.01,277.96,346.41,0.02,66.95,2,4.78,0.48,47.93,16.93,193.95,78.17,333.93,68.05,545.99,95.82
2,Continental-Ocean Rift,7.02,2208.96,9140.39,323.92,442.89,0.02,77.37,2.38,5.52,0.54,58.03,20.01,238.27,92.08,422.49,86.48,686.75,116.9
2,Continental-Ocean Rift,7.08,1383.7,7274.99,149.42,222.45,0.02,50.26,1.57,4.18,0.62,35.13,12.21,151.17,59.16,249.77,51.81,379.68,71.22
2,Continental-Ocean Rift,7.47,2445.71,8601.05,442.18,542.16,0.02,88.59,2.67,6.67,0.62,65.17,23.29,263.65,102.01,443.91,91.94,717.7,123.19
2,Continental-Ocean Rift,7.5,1941.84,8333.79,352.85,356.84,0.02,64.45,2.54,5.7,0.61,52.18,17.8,210.28,85.13,359.18,73.92,563.09,99.06
2,Continental-Ocean Rift,7.9,1528.23,7804.62,189.38,249.76,0.02,48.71,1.88,4.5,0.5,39.1,14.1,164.01,64.69,287.48,58.8,469.92,87.06
2,Continental-Ocean Rift,8.26,2734.4,8072.49,602.17,619.67,0.02,108.09,3.53,8.16,0.67,78.71,27.31,313.36,121.77,518.7,105.17,788.15,149.09
2,Continental-Ocean Rift,8.88,2783.06,7652.91,263.08,357.59,0.02,105.4,3.69,8.56,1.01,72.04,26.25,306.81,116.85,505.65,102.42,794.63,136.82
2,Continental-Ocean Rift,4.4,150,6090,32.4,94.1,0.02,2.83,0.23,0.41,0.2,2.04,0.88,11.4,4.98,26.6,6.71,65.8,15.5
2,Continental-Ocean Rift,4.94,149,6170,33.7,99.7,0.02,3.13,0.26,0.36,0.17,1.92,0.92,11.3,5.39,26.8,6.34,68.5,15.5
2,Continental-Ocean Rift,5.12,158,6290,30.1,97.9,0.02,3.02,0.2,0.45,0.23,2.17,0.93,12.9,5.55,28.2,7.01,71.5,17.2
2,Continental-Ocean Rift,6.07,178,6300,35.6,114,0.02,3.82,0.24,0.46,0.26,2.44,1.1,13,5.74,30.5,7.94,78.3,18.3
2,Continental-Ocean Rift,7.09,1446.44,7671.79,131.02,196.42,0.01,43.87,1.62,4.52,0.63,38.12,12.97,155.06,61.35,266.49,57.65,446.99,85.75
2,Continental-Ocean Rift,7.58,1473.45,7593.43,94.88,188.97,0.01,36.38,1.32,3.56,0.58,32.87,12.17,139.28,59.01,280.73,62.66,510.3,96.39
2,Continental-Ocean Rift,8.71,1643.47,8283.78,281.93,322.48,0.01,51.17,2.09,4.69,0.58,44.22,14.75,174.13,69.65,304.57,62.73,501.95,84.92
2,Continental-Ocean Rift,9.11,2424.06,8157.29,554.84,500.65,0.01,87.79,3.22,6.75,0.81,67.83,24.01,273.6,101.38,445.11,92.92,700.12,129.71
2,Continental-Ocean Rift,11.13,2051.87,7306.94,315.79,311.38,0.01,66.76,2.87,5.62,1.14,51.23,19.28,221.79,86.19,359.74,75.8,570.73,108.36
2,Continental-Ocean Rift,16.01,520.26,10065.07,45.57,38.25,0.01,53.18,0.69,1.73,0.41,14.87,5.61,56.74,20.94,87.98,18.57,141.9,23.39
3,Hotspot-MOR,9.31,9941.94,7549.64,481.64,605.65,0.89,150.16,13.53,35.63,3.46,340.84,112.61,1223.29,434.07,1694.01,318.67,2308.5,359.35
3,Hotspot-MOR,17.96,2370.84,8667.2,81.79,136.76,0.88,12.51,5.79,10.81,3.37,83.12,26.31,276.87,101.92,409.79,79.93,618.22,107.62
3,Hotspot-MOR,11.31,7073.82,9548.36,435.55,453.94,0.86,140.97,11.66,28.76,8.38,266.78,83.22,859.28,304.76,1145.57,201.37,1423.15,215.47
3,Hotspot-MOR,15.16,4467.56,9570.63,607.59,599.18,0.78,81.26,6.09,17.94,6.66,164.89,55.61,564.71,204.28,794.89,147.6,1077.59,173.06
3,Hotspot-MOR,14.36,2393.75,9543.63,77.09,121.02,0.7,11.09,3.33,6.18,1.7,57.75,21.79,254.69,103.9,434.21,88.5,682.21,119.02
3,Hotspot-MOR,16.37,6587.26,7442.32,1133.71,502.05,0.67,886.12,16.01,34.05,7.67,268.43,82.92,833.24,295.75,1104.54,196.38,1363.65,199.25
3,Hotspot-MOR,6.5,2430.5,11138.88,60.45,120.75,0.58,16.7,3.09,8.22,2.57,73.49,25.19,286.85,107.66,444.1,86.45,634.77,108.1
3,Hotspot-MOR,10.36,3570.4,8676.25,93.67,165.88,0.57,34.01,5.47,12.19,3.42,122.65,41.27,435.68,158.56,631.94,112.94,785.82,120.24
3,Hotspot-MOR,10.63,1185.41,9561.69,31.95,82.11,0.53,12.77,1.43,3.43,1,30.84,10.25,119.73,51.71,209.32,43.34,368.61,61.01
3,Hotspot-MOR,12.18,4468.96,10796.74,1950.1,2334.38,0.51,381.57,16.71,47.85,3.05,258.93,71.56,580.12,147.3,497.3,95.89,668.43,87.15
3,Hotspot-MOR,12.73,882.04,9115.14,22.95,47.6,0.48,5.54,0.65,1.81,0.45,20.39,7.74,88.92,37.31,165.75,34.32,291.02,53.43
3,Hotspot-MOR,18.82,14368.55,7727.68,964.47,776.78,0.48,375.66,49.95,90.88,15.6,642.42,195.85,1887.63,649.03,2366.02,432.64,3005.62,441.88
3,Hotspot-MOR,9.55,1697.61,10612.91,104.05,126.58,0.44,18.29,2.36,5.26,1.58,47.83,16.5,189.95,76.29,310.54,61.76,482.93,78.93
3,Hotspot-MOR,10.84,1299.35,10442.51,41.15,73.2,0.44,10.69,1.8,3.58,0.89,30.54,10.88,123.4,48.7,212.3,42.05,329.7,59.87
3,Hotspot-MOR,12.59,4441,9150.93,231.48,315.22,0.43,83.38,3.86,10.29,2.27,111.68,42.58,468.95,189.33,803.9,154.87,1144.5,174.29
3,Hotspot-MOR,9.18,20787.09,8824.84,1443.55,1331.04,0.42,461.91,40.18,88.82,8.56,732.3,244.01,2518.06,875.21,3299.88,589.98,4182.95,610.28
3,Hotspot-MOR,6.01,2176.11,9315.68,104.16,100.51,0.41,49.56,1.61,3.69,0.26,39.1,13.98,165.07,71.01,314.93,69.23,554.45,95.28
3,Hotspot-MOR,7.41,2241.17,8031.37,105.81,145.55,0.4,39.8,4.6,9.52,2.13,85.67,26.85,273.15,99.59,385.88,71.16,519.08,80.12
3,Hotspot-MOR,11.34,950.77,11467.19,61.35,143.79,0.4,13.58,1.02,2.35,0.67,23.97,8.71,102.77,40.52,178.06,36.38,298.75,51.67
3,Hotspot-MOR,7.69,2139.77,10695.97,77.36,157.42,0.38,31.95,2.85,6.53,1.97,62.55,20.63,241.64,95.3,381.35,73.04,557.53,90.85
3,Hotspot-MOR,10.05,987.69,9775.88,29.83,68.47,0.38,9.43,0.98,2.44,0.75,24.66,9.23,103.3,42.48,184.35,36.95,296.58,53.16
3,Hotspot-MOR,6.84,12601.29,9575.84,333.89,407.43,0.37,129.1,30.21,65.08,25.61,493.99,146.74,1457.58,526.07,1902.87,339.17,2399.91,379.52
3,Hotspot-MOR,13.12,6652.49,9084.46,2165.86,1404.43,0.37,223.41,13.98,29.16,5.36,251.61,86.67,891.72,310.48,1263.77,238.06,1731.72,265.85
3,Hotspot-MOR,13.26,17706.77,7708.25,1081.65,897.95,0.37,495.15,39.14,82.53,11.81,669.6,209.07,2121.27,733.3,2796.07,520.08,3666.63,529.7
3,Hotspot-MOR,13.63,2303.38,9276.21,149.89,202.34,0.37,27.82,5.19,8.85,1.59,72.78,24.54,260.53,96.6,398.07,75.5,573.93,92.72
3,Hotspot-MOR,15.14,17040.7,7160.53,1071.78,955.72,0.37,528.18,45.56,92.48,13.94,697.32,213.69,2121.86,730.54,2741.39,492.93,3405.07,507.24
3,Hotspot-MOR,15.14,15701.03,8500.67,1181.51,906.49,0.37,451.1,38.78,79.7,11.17,624.96,194.38,1969.75,683.81,2606.47,475.71,3390.61,499.76
3,Hotspot-MOR,15.26,4990.08,9193.74,406.49,474.59,0.36,66.7,9.33,19.75,1.72,168.23,56.56,584.83,212.05,854.23,161.97,1208.33,194.98
3,Hotspot-MOR,26.97,8856.87,11739.1,1973.42,2197.84,0.36,414.69,55.97,109.14,6.66,542,158.83,1241.85,298.25,950.62,175.86,1230.6,150.61
3,Hotspot-MOR,17.9,7759.64,12627.59,620.11,1081.62,0.34,222.25,46.29,91.62,5.99,433.86,127.53,1018.34,260.79,909.63,174.72,1314.49,175.57
3,Hotspot-MOR,11.22,3092.18,10263.72,159.2,254.2,0.33,40.59,4.24,10.02,2,98.97,34.07,365.7,133.7,541.28,101.31,718.01,114.02
3,Hotspot-MOR,12.77,14934.33,8056.33,1087.92,992.98,0.33,292.97,37.27,74.18,6.17,585.92,185.91,1875.95,647.09,2454.07,449.96,3203.76,486.3
3,Hotspot-MOR,14.84,13991.71,7880.06,792.74,686.26,0.32,328.08,36.63,73.29,13.21,564.84,174.15,1723.06,603.54,2279.47,414.52,2922.28,439.95
3,Hotspot-MOR,36.55,10058.3,8669.51,643.42,559.4,0.32,110.04,23.76,53.87,18.85,438.46,132.09,1301.81,462.3,1720.26,314.35,2269.13,359.09
3,Hotspot-MOR,8.54,433.3,8252.04,44.2,80.07,0.31,10.17,1.2,1.34,0.84,7.86,2.41,29.09,12.96,62.75,15.6,156.21,34.55
3,Hotspot-MOR,11.01,9982.93,6774.65,1095.16,927.64,0.31,405.52,20.31,47.57,9.1,386.08,127.15,1285.43,450.82,1698.3,300.28,2093.74,313.19
3,Hotspot-MOR,19.98,11321.86,7240.2,499.8,448.59,0.3,183.92,40.88,77.74,20.65,548.98,160.05,1522,489.91,1761.31,308.77,2119.85,299.2
3,Hotspot-MOR,15.87,6060.21,9653.12,750.22,704.55,0.29,78.63,9.61,25.16,7.29,228.55,74.86,765.39,270.55,1080.47,203.44,1513.91,247.42
3,Hotspot-MOR,14.06,12914.41,8338.96,1041.55,840.57,0.27,200.67,30.82,69.68,7.44,537.36,165.5,1613.04,539.7,2019.79,369.51,2601.94,392.62
3,Hotspot-MOR,6.82,6391.59,9412.23,289.08,420.19,0.26,127.94,11.68,24.33,3.47,193.19,66.84,709.55,255.44,1029.24,199.56,1485.23,218.82
3,Hotspot-MOR,9.39,13451.32,6352.92,522.84,704.42,0.26,290.49,28.29,62.22,5.46,499.17,162.5,1661.88,568.98,2209.61,397.44,2846.95,427.78
3,Hotspot-MOR,14.93,8456.96,9379.27,3828.96,2277.82,0.26,380.37,13.88,31.48,2.14,281.15,102.17,1066.63,364.45,1498.5,277.52,2082.27,296.07
3,Hotspot-MOR,4.41,5032.3,10382.87,231.18,135.82,0.25,119.28,4.61,11.24,0.75,103.99,35.42,394.87,160.54,755.02,167.13,1358.98,228.07
3,Hotspot-MOR,6.28,5784.01,8994.55,184.92,307.65,0.25,64.5,7.86,18.8,4.24,189.79,65.32,703.9,256.47,1008.57,179.97,1231.56,190.28
3,Hotspot-MOR,7.6,739.82,11253.83,16.59,50.56,0.25,12.66,0.8,1.66,0.53,18.56,6.89,78.14,29.5,130.83,25.77,194.6,32.91
3,Hotspot-MOR,21.2,4555.14,7373.97,302.8,327.37,0.24,31.91,14.99,27.88,8.53,192.86,58.83,575.4,199.82,781.56,149.94,1079.27,179.03
3,Hotspot-MOR,7.12,1398.37,9306.73,30.99,98.88,0.23,25.16,1.41,3.68,0.86,38.11,13.61,156.13,59.21,259.55,51.08,383.79,63.97
3,Hotspot-MOR,11.96,8379.55,8769.84,266.7,354.43,0.23,61.22,19.72,42.33,13.75,341.03,102.49,1054.91,361.23,1391.17,260.54,1896.26,301
3,Hotspot-MOR,14.04,7769.86,8573.19,262.47,317.12,0.23,57.11,18.86,41.63,15.14,311.11,103.53,1018.93,360.91,1375.47,252.48,1822.87,283.77
3,Hotspot-MOR,31.45,4527.55,7310.05,296.98,279.73,0.23,29.66,15.43,27.92,10.05,191.32,56.18,545.09,192,754.43,145.54,1076.01,178.9
3,Hotspot-MOR,9,3713.17,9748.84,405.84,528.83,0.22,96.36,3.06,9.9,1.86,99.52,35.98,410.17,156.85,614.96,118.71,844.14,127.93
3,Hotspot-MOR,10.39,3868.91,9639.77,169.98,261.78,0.22,17.61,6.08,15.74,4.91,138.65,45.69,480.09,175.06,711.89,135.6,1055.56,178.21
3,Hotspot-MOR,12.72,9251.83,9087.44,627.4,628.33,0.22,126.87,17.65,45.34,17.21,388.79,118.28,1189.37,427.04,1610.29,293.63,2125.05,334.52
3,Hotspot-MOR,19.26,7788.89,7411.09,258.33,284.36,0.22,58.44,25.67,48.26,15.14,346.42,107.02,1044.12,342.06,1274.74,226.06,1643.42,250.67
3,Hotspot-MOR,9.09,7248.24,8735.47,288.04,332.74,0.21,128.56,9.24,21.43,5.32,204.24,73.63,826.92,321.89,1323.38,249.73,1808.24,282.54
3,Hotspot-MOR,12,10582.88,13552.35,1916.57,1273.34,0.21,688.4,10.23,32.49,9.16,342.49,120.29,1275.44,472.88,1875.22,351.11,2631.23,415.95
3,Hotspot-MOR,8.7,10735.08,6342.11,456.87,578.74,0.2,204.34,22.54,48.76,3.79,396.96,128.86,1326.37,469.8,1772.11,319.75,2304.43,347.54
3,Hotspot-MOR,13.05,2799.24,8397.96,198.06,229.77,0.2,27.86,3.78,8.79,2.63,85.7,30,325.58,124.54,507.5,95.61,707.6,114.95
3,Hotspot-MOR,19.71,7941.02,7181.21,242.3,282.57,0.2,57.13,23.73,50.6,16.45,363.58,111.17,1069.67,347.6,1251.91,217.65,1527.95,227.64
3,Hotspot-MOR,28.91,15246.32,6126.67,2682.4,2242.88,0.2,787.47,37.22,93.72,7.55,693.78,214.21,2028.06,657.88,2410.41,409.02,2951.65,420.72
3,Hotspot-MOR,5.74,1416.77,10840.96,40.2,104.13,0.19,20.68,1.42,3.89,1.23,38.42,14.15,160.96,62.27,255.68,50.03,378.19,63.65
3,Hotspot-MOR,1.21,5830.79,10948.94,1091.09,1850.2,0.18,236.36,45.43,97.06,4.43,464.55,126.64,934.53,211.45,638.64,109.05,690.25,75.14
3,Hotspot-MOR,7.8,13748.76,10055.07,739.7,774.22,0.18,301.43,25.51,59.9,9.21,532.87,170.37,1774.86,625.32,2362.49,421.01,2920.15,432
3,Hotspot-MOR,7.84,1622.5,11419.82,205.99,307.95,0.18,25.64,1.68,4.69,1.23,45.67,16.52,191.85,72.84,310.6,61.33,462.37,79.96
3,Hotspot-MOR,8.35,1120.97,10879.49,45.08,102.82,0.18,14.46,1.04,2.71,0.8,27.35,10.3,119.48,47.45,204.12,42.38,339.67,59.5
3,Hotspot-MOR,6.11,1111.63,11602.03,213.5,660.66,0.17,42.03,1.17,2.49,0.33,21.38,8.14,99.49,43.48,205.94,48.38,411.74,72.5
3,Hotspot-MOR,14.1,9678.73,7834.36,511.72,526.14,0.17,222.39,25.03,47.22,8.17,372.37,116.51,1173.97,413.92,1568.32,288.18,2051.18,305.71
3,Hotspot-MOR,20.32,3272.34,8872.84,226.43,245.65,0.17,34.43,6.18,13.32,3.31,114.25,37.93,386.37,138.1,560,108.98,806.58,130.9
3,Hotspot-MOR,24.06,6110.96,10355.95,417.68,406.97,0.17,92.08,9.3,21.77,5.74,205.51,71.63,772.73,277.96,1119.02,216.76,1607.03,264.92
3,Hotspot-MOR,16.1,4877.46,9665.13,857.38,748.17,0.16,68.88,6.35,18.46,5.44,175.87,59.53,623.96,217.54,889.93,167.05,1243.8,201.95
3,Hotspot-MOR,16.82,3688.68,7381.93,463.9,497.52,0.16,27.55,10.35,18.99,4.75,133.71,42.52,431.08,150.98,626.1,124.77,977.86,161.3
3,Hotspot-MOR,22.83,1473.09,7927.9,48.83,75.28,0.16,16.24,1.27,3.38,1.03,31.4,12.04,139.63,56.62,245.96,50.03,393.92,66.88
3,Hotspot-MOR,5.78,1850.55,11070.77,97.01,185.38,0.15,35.62,1.84,5.35,1.64,50.78,19.22,211.16,83.17,348.25,66.57,518.43,84.47
3,Hotspot-MOR,8.21,2060.74,10938.13,129.33,203.6,0.15,10.87,2.7,6.62,2.29,59.17,21.67,236.38,87.07,384.55,71.68,561.03,91.45
3,Hotspot-MOR,10,1410.4,8626.8,35.32,80.93,0.15,23.6,1.85,4.34,1.37,43.6,14.77,164.32,61.54,252.88,47.06,346.37,57.57
3,Hotspot-MOR,12.43,10379.39,9752.09,643.81,577.52,0.15,105.7,19.07,43.99,10.23,358.55,111.09,1144.89,436.51,1608.74,302.66,2190.88,349.01
3,Hotspot-MOR,18.7,10173.27,12457.69,752.83,929.24,0.15,295.2,12.8,29.2,4.07,262.16,100.45,1173.42,416.71,1877.01,375.23,3040.99,437.08
3,Hotspot-MOR,18.99,3240.37,8559.96,202.54,220.78,0.15,30.83,6.68,14.03,3.33,110.76,35.95,374.57,136.55,529.47,101.72,774.35,121.75
3,Hotspot-MOR,36.7,12385.21,6806.83,2247.04,1683.51,0.15,538.99,30.1,77.89,7.59,587.95,174.71,1652.47,532.39,1977.64,338.02,2349.16,344.41
3,Hotspot-MOR,6.67,3196.79,7665.9,119.54,165.44,0.14,45.24,5.66,13.03,3.2,117.62,39.05,400.18,142.23,555.08,101.25,696.19,112.7
3,Hotspot-MOR,6.98,2869.31,8516.68,175.64,207.19,0.14,23.58,5.24,10.9,2.79,98.67,32.36,331.02,119.78,480.51,92.95,688.7,113.69
3,Hotspot-MOR,8.22,3909.21,7514.4,221.11,264.06,0.14,87.46,6.49,17.77,4.09,155.12,49.79,509.33,177.02,695.56,127.81,892.34,138.76
3,Hotspot-MOR,10.31,7449.65,10148.94,797.75,754.82,0.14,56.42,11,28.47,9.23,251.71,86.12,903.2,316.19,1297.72,243.62,1814.93,276.46
3,Hotspot-MOR,11.22,2379.55,7655.03,146.94,143.79,0.14,79.39,4.64,10.06,2.81,79.73,28.09,283.64,101.73,422.36,76.84,566.27,94.51
3,Hotspot-MOR,12.66,8345.78,8492.22,1346.71,1240.67,0.14,250.59,8.44,30.55,6.99,300.48,104.07,1079.51,360.65,1413.88,244.13,1685.01,239.41
3,Hotspot-MOR,13.16,3135.84,9151.22,218.82,263.05,0.14,29.6,6.45,11.94,2.18,104.05,34.69,368.28,136.39,552.25,106.34,787.02,128.26
3,Hotspot-MOR,16.36,6459.97,8225.89,168.02,238.07,0.14,24.8,15.43,34.54,14.26,274.45,82.81,837.5,294.26,1168.37,220.92,1651.47,275.57
3,Hotspot-MOR,19.86,15395.85,9135.31,3190.41,2057.38,0.14,700.11,21.03,61.04,5.51,559.8,188.87,1948.53,680.55,2634.32,475.27,3410.06,503.31
3,Hotspot-MOR,20.32,11321.23,6789.29,1097.8,1342.31,0.14,450.51,18.52,47.31,3.96,403.31,135.01,1400.72,481.47,1901.17,347.66,2487.59,370.29
3,Hotspot-MOR,26.76,11713.66,6986.41,2429.76,1763.16,0.14,524.62,22.94,60.7,5.68,501.34,155.47,1524.48,496.89,1888.47,331.77,2354.44,344.83
3,Hotspot-MOR,4.32,9764.17,11994.53,486.04,1092.32,0.13,178.09,38.64,96.26,5.28,556.71,162.95,1357.28,367.59,1184.77,203.33,1290.17,144.29
3,Hotspot-MOR,5.67,8220.22,8521.66,396.3,549.67,0.13,108.4,11.72,31.59,6.77,296.12,97.97,1018.18,362.18,1321.41,232.83,1567.19,230.85
3,Hotspot-MOR,6.76,1160.73,11400.56,84.28,176.32,0.13,15.16,1.18,2.97,0.8,28.74,10.65,121.78,49.39,210.8,43.46,345.94,60.29
3,Hotspot-MOR,10.54,11275.38,8354.16,971.18,861.54,0.13,218.41,16.73,39.44,10.27,354.37,118.26,1262.12,472.76,1825.28,330.59,2382.29,357.93
3,Hotspot-MOR,11.88,8048.41,8504.42,385.76,442.24,0.13,65.43,10.82,28.28,6.61,257.8,87.36,948.38,345.39,1419.15,267.68,1948.65,311.03
3,Hotspot-MOR,12.5,11160.29,9164.6,1590.48,1305.85,0.13,299.97,16.58,42.9,2.96,383.5,124.94,1296.12,474.95,1801.16,332.66,2363.74,365.84
3,Hotspot-MOR,20.21,8563.56,7323.39,306.08,316.22,0.13,47.71,18.89,45.99,15.69,371.67,116.25,1145.03,381.68,1464.07,265.55,1952.25,301.21
3,Hotspot-MOR,21.18,5003,8823.25,196.66,215.72,0.13,20.19,6.46,17.77,7.9,175.19,58.31,606.16,214.58,862.11,158.94,1177.24,186.13
3,Hotspot-MOR,21.51,2386.6,8135.12,231.37,220.02,0.13,39.56,4.48,8.75,2.17,75.01,25.75,271.17,98.49,414.26,78.39,606.22,99.97
3,Hotspot-MOR,23.87,5194.9,9491.37,501.28,734.83,0.13,225.18,7.06,17.34,3.45,174.55,61.94,691.59,236.05,1002.02,187.96,1433.54,201.74
3,Hotspot-MOR,25.08,2865.47,8423.17,470.39,362.31,0.13,27.05,3.64,8.21,2.25,77.31,28.86,324.69,121.29,513.58,98.99,738.39,123.85
3,Hotspot-MOR,40.92,11707.61,7640.72,3198.96,1810.16,0.13,593.98,29.39,69.27,11.35,509.07,152.58,1461.09,504.24,1880.94,340.68,2365.4,353.25
3,Hotspot-MOR,6.44,4478.51,7606.35,219.46,284.64,0.12,68.4,7.96,18.68,4.15,161.08,54.46,548.54,194.08,757.46,139.28,979.93,151.74
3,Hotspot-MOR,10.18,5164.98,9164.45,158.99,205.7,0.12,25.26,6.18,16.86,4.12,147.85,51.06,550.45,214.71,886.26,171.21,1333.07,215.62
3,Hotspot-MOR,12.2,3182.86,9007.43,83.3,132.04,0.12,20.18,4.76,11.47,4.22,101.64,33.58,368.21,133.13,546.02,103.7,776.74,125.96
3,Hotspot-MOR,14.38,3012.45,9019.82,234.89,277.55,0.12,37.81,5.32,10.89,2.12,101.17,32.05,350.23,129.56,524.76,100.58,765.8,122.78
3,Hotspot-MOR,21.44,2969.52,8263.22,210.32,236.23,0.12,37.21,4.76,10.86,2.74,95.18,31.27,332.23,124.47,516.39,100.71,763.43,126.09
3,Hotspot-MOR,22.68,6124.53,8465.55,294.03,301.58,0.12,75.5,14.76,32.07,8.83,247.46,78.32,786.65,275.59,1077.29,203.02,1491.16,240.64
3,Hotspot-MOR,25.73,8502.78,8489.5,1335.7,951,0.12,189.79,17.02,46.41,15.71,371.56,111.47,1103.04,383.18,1420.24,254.54,1850.06,283.8
3,Hotspot-MOR,5.2,7106.21,10051.91,306.83,423.09,0.11,100.14,10.08,26.84,7.44,250.2,84.95,922.37,325.18,1322.86,255.62,1895.59,294.38
3,Hotspot-MOR,5.69,4041.45,8920.61,182.1,287.28,0.11,31.26,6.47,17.26,4.09,154.55,52.56,549.32,181.28,741.61,133.91,934.12,142.56
3,Hotspot-MOR,6.53,5397.37,7753.08,231.11,314.44,0.11,92.16,10.97,24.92,6.94,206.34,69.63,720.29,246.94,967.09,173.74,1210.87,184.67
3,Hotspot-MOR,10.07,1403.95,11335.24,339.05,321.17,0.11,55.24,2.22,5.23,1.24,41.59,16.85,183.67,63.2,281.8,55.81,437.54,65.32
3,Hotspot-MOR,11.23,2811.15,8391.87,102.08,165.35,0.11,32.42,3.82,8.74,2.59,85.71,28.01,319.29,122.46,489.28,93.09,687.47,112.39
3,Hotspot-MOR,13.1,3980.98,9480.68,801.25,908.51,0.11,142.42,5.01,12.26,1.18,119.62,43.04,460.81,169.37,708.41,138.61,1068.66,167.62
